Pro,Con,Judges,Votes,Result
Upper St Clair BK,Potomac CV,"Justinmar Perez																																		Sukhjit Singh																																		Sriman Gaddam																																		Jessica Petri																																		Victor Chen																																		Niamh Harrop																																		Kay Edwards","Pro																												Con																												Con																												Pro																												Con																												Pro																												Pro","4-3																															PRO"
