Pro,Con,Judges,Votes,Result
Hawken LB,Strake Jesuit  DG,"Les Phillips																																		Brian Manuel																																		Jane Boyd																																		Rose Joyce-Turner																																		Crawford Leavoy","Pro																												Con																												Con																												Con																												Con","4-1																															CON"
